D;0;H;76;AgId;Money;Margin;MarginRate;NewMoney;NewMargin;NewMarginRate;m_pNbPerceivedQuality;m_pTypeAgent;m_pCurrentSeller;m_pLastListenTime;m_pLeaveAfterTime;m_pArrivalTime;m_pFinishedTime;m_pElapsedTime;m_pTotalTime;m_pMakeTrustAgreements;m_pMaxQueueLength;m_pAveragePriceMarket;m_nNbUsualSellerPerProduct;m_pSpeed;m_pNegociationPart;m_pNegotiationEvolutionSpeed;m_pProbaVisitOtherSeller;m_pCompetitorImpact;m_pRigidityFactor;m_pNbNegOtherProductsUsualSeller;m_pNbNegOtherProducts;m_pNegociationPart;m_pMinimumMargin;m_pMinNbOfVisitedSellerBeforeBuy;m_pProbChangeProductResto;m_pMarketTour;m_pMarketTourNext;m_pTotalBoughtQuantity;GraphNbVisitToday;GraphBoughtToday;m_pBoughtQuantity;m_pBasicPrice;m_pPowerQual;m_pPrixQual;m_pMinimumQuality;m_pNeededQuantity;m_pTrustAgreementQuality;m_pMarketToursToday;m_pHasTrustAgreement;m_pToNegEverywhere;m_pTrustAgreementPrice;m_pIsInPrefferedList;m_pDayOfLastTransaction;m_pNbVisitToday;m_pNbVisitTodaySup0;m_pVisitedSellers;
D;18;H;2;52;-5149.13;2530.87;0.491514;295;145;0.491525;5;BuyerBarbes;00000000;5.19972;0.2;5.04352;5.19972;0.156199;2.5;0;8;10;3;0.75;0.0781597;0.0395364;0.0493107;5;0.721291;0.01;1;0.0781597;0.05;1;0.01;0;0;20;[[52:14:1]:];[[52:14:20]:];10;2;1;20;0.1;0;0;0;0;0;0;0.2;-3.5;0.05;1;1;
D;18;H;4;93;-7535.13;3264.87;0.433286;246.5;33.5;0.135903;5;BuyerResto;00000000;5.51639;0.2;5.06962;5.51639;0.446764;2.5;1;8;10;1;0.75;0.107121;0.0547843;0.0566696;5;0.661985;0.01;1;0.107121;-0.95;1;0.01;0;0;10;[[93:2:1]:[93:3:1]:[93:4:1]:[93:5:1]:[93:10:1]:[93:12:1]:];[[93:5:10]:];5;2;1;20;0.6;5;0;1;0;0.5;0;0.05;-1.85;0.3;1;6;
D;18;H;5;41;-5416.21;2503.79;0.462277;302;138;0.456954;5;BuyerBarbes;00000000;5.33306;0.2;5.08416;5.33306;0.248893;2.5;0;8;10;3;0.75;0.0696905;0.0251668;0.108296;5;0.699467;0.01;1;0.0696905;0.05;1;0.01;0;0;20;[[41:8:1]:[41:11:1]:[41:14:1]:[41:15:1]:];[[41:8:10]:[41:14:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-2.95;0.2;1;4;
D;18;H;5;114;-7748.84;2451.16;0.316326;427.6;132.4;0.309635;5;BuyerTF;00000000;5.26639;0.2;5.09308;5.26639;0.173312;2.5;0;8;10;3;0.75;0.0950713;0.0644143;1;5;0.135209;0.01;1;0.0950713;0.05;1;0.01;1;10;20;[[114:10:1]:];[[114:10:20]:];10;2;1;20;0.4;0;0;0;0;1;0;0.25;-2.05;0.05;1;1;
D;18;H;8;39;-5171.29;2608.71;0.50446;257.67;142.33;0.552373;5;BuyerBarbes;00000000;5.31639;0.2;5.13502;5.31639;0.18137;2.5;0;8;10;3;0.75;0.196261;0.0419207;0.0826282;5;0.620808;0.01;1;0.196261;0.05;1;0.01;0;0;20;[[39:6:1]:[39:8:1]:];[[39:6:11]:[39:8:9]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-2.45;0.1;1;2;
D;18;H;10;26;-6839.01;2688.99;0.393184;393.19;126.81;0.322516;5;BuyerBarbes;00000000;5.89972;0.2;5.18171;5.89972;0.718009;2.5;0;8;10;3;0.75;0.0884717;0.0729681;0.116773;5;0.461709;0.01;1;0.0884717;0.05;1;0.01;1;17;20;[[26:9:2]:[26:11:1]:[26:12:1]:[26:13:1]:[26:14:1]:[26:15:1]:[26:16:1]:[26:17:1]:[26:18:2]:];[[26:9:2]:[26:13:3]:[26:16:5]:[26:17:5]:[26:18:5]:];10;2;1;20;0.3;0;0;0.5;0;0.5;0;0.25;-1.7;0.55;1.22222;9;
D;18;H;10;115;-7750.14;2217.86;0.28617;434.43;125.57;0.289045;5;BuyerTF;00000000;5.74972;0.2;5.1782;5.74972;0.571521;2.5;0;8;10;3;0.75;0.0275729;0.0521084;1;5;0.152885;0.01;1;0.0275729;0.05;1;0.01;0;0;20;[[115:8:1]:[115:10:1]:[115:11:1]:[115:13:1]:[115:15:1]:[115:17:2]:];[[115:8:10]:[115:15:7]:[115:17:3]:];10;2;1;20;0.4;0;0;0;0;0;0;0.25;-0.5;0.35;1.16667;6;
D;18;H;16;72;-8266.43;2933.57;0.354877;519.13;120.87;0.232832;5;BuyerNeuilly;00000000;5.49972;0.2;5.27336;5.51639;0.243033;2.5;0;8;10;3;0.75;0.113014;0.044848;0.00594053;5;0.785619;0.01;1;0.113014;0.05;1;0.01;0;0;20;[[72:4:1]:[72:5:1]:[72:15:1]:];[[72:4:3]:[72:5:7]:[72:15:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-2.4;0.15;1;3;
D;18;H;20;69;-9040.49;3267.51;0.361431;443.7;236.3;0.532567;5;BuyerNeuilly;00000000;5.96639;0.2;5.3356;5.96639;0.630794;2.5;0;8;10;3;0.75;0.105098;0.0180186;0.0731502;5;0.774098;0.01;1;0.105098;0.05;1;0.01;0;0;20;[[69:2:1]:[69:4:1]:[69:11:1]:[69:13:2]:[69:19:1]:];[[69:11:10]:[69:13:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-2.75;0.3;1.2;5;
D;18;H;20;87;-8120.28;3759.72;0.463004;410.5;269.5;0.656516;5;BuyerResto;00000000;5.58306;0.2;5.33352;5.58306;0.249538;2.5;1;8;10;1;0.75;0.0493036;0.0421922;0.0968861;5;0.537122;0.01;1;0.0493036;-0.95;1;0.01;1;19;20;[[87:11:1]:[87:16:1]:[87:19:1]:];[[87:11:8]:[87:16:10]:[87:19:2]:];10;2;1;20;0.7;0;0;0.5;0;0.5;0;0.1;-0.25;0.15;1;3;
D;18;H;23;108;-6968.75;2391.25;0.343139;386;134;0.34715;5;BuyerResto;00000000;5.64972;0.2;5.38636;5.64972;0.263358;2.5;1;8;10;1;0.75;0.0403171;0.0875534;0.0437141;5;0.655976;0.01;1;0.0403171;-0.95;1;0.01;1;12;20;[[108:12:1]:[108:13:1]:[108:16:1]:[108:17:1]:];[[108:12:10]:[108:17:10]:];10;2;1;20;0.3;0;0;0.5;0;0.5;0;0.1;-2.15;0.2;1;4;
D;18;H;26;51;-4939.71;2300.29;0.465673;295.2;104.8;0.355014;5;BuyerBarbes;00000000;5.68306;0.2;5.4428;5.68306;0.240256;2.5;0;8;10;3;0.75;0.0613814;0.0765581;0.0569522;5;0.587888;0.01;1;0.0613814;0.05;1;0.01;0;0;20;[[51:2:1]:[51:9:1]:[51:14:1]:[51:15:1]:];[[51:2:10]:[51:9:10]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-1.55;0.2;1;4;
D;18;H;26;76;-8367.87;2832.13;0.338453;428.26;211.74;0.494419;5;BuyerNeuilly;00000000;5.64972;0.2;5.43655;5.66639;0.229834;2.5;0;8;10;3;0.75;0;0.062501;0.0917509;5;0.793742;0.01;1;0;0.05;1;0.01;0;0;20;[[76:4:1]:[76:6:1]:[76:8:1]:];[[76:4:10]:[76:6:4]:[76:8:6]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-2.05;0.15;1;3;
D;18;H;29;91;-7586.32;4229.68;0.55754;351.1;328.9;0.93677;5;BuyerResto;00000000;5.64972;0.2;5.48698;5.64972;0.162744;2.5;1;8;10;1;0.75;0.0834688;0.0451936;0.0321922;5;0.527113;0.01;1;0.0834688;-0.95;1;0.01;0;0;20;[[91:3:1]:[91:9:1]:];[[91:3:10]:[91:9:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.1;-2.35;0.1;1;2;
D;18;H;30;46;-4764.46;2035.54;0.427234;283.8;116.2;0.409443;5;BuyerBarbes;00000000;5.63306;0.2;5.51171;5.63306;0.121341;2.5;0;8;10;3;0.75;0.108344;0.0438046;0.0873375;5;0.569833;0.01;1;0.108344;0.05;1;0.01;0;0;20;[[46:7:1]:[46:9:1]:];[[46:7:10]:[46:9:10]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-2.1;0.1;1;2;
D;18;H;31;92;-9527.62;2460.38;0.258237;416.9;263.1;0.631087;5;BuyerResto;00000000;5.69972;0.2;5.5173;5.69972;0.182423;2.5;1;8;10;1;0.75;0.0275838;0.0568359;0.0528433;5;0.582558;0.01;1;0.0275838;-0.95;1;0.01;0;0;20;[[92:19:1]:[92:20:1]:];[[92:19:10]:[92:20:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.1;-1.45;0.1;1;2;
D;18;H;31;97;-8748.31;3527.69;0.403242;443.68;236.32;0.532636;5;BuyerResto;00000000;5.84972;0.2;5.53178;5.84972;0.317941;2.5;1;8;10;1;0.75;0.126383;0.0216235;0.0751602;5;0.522039;0.01;1;0.126383;-0.95;1;0.01;0;0;20;[[97:7:1]:[97:19:1]:[97:20:1]:];[[97:7:10]:[97:19:8]:[97:20:2]:];10;2;1;20;0.7;0;0;0;0;0;0;0.1;-2.45;0.15;1;3;
D;18;H;34;118;-6149.08;2490.92;0.405088;324.47;155.53;0.479336;5;BuyerTF;00000000;6.36639;0.2;5.57074;6.36639;0.795651;2.5;0;8;10;3;0.75;0.122571;0.0639188;1;5;0.216828;0.01;1;0.122571;0.05;1;0.01;0;0;20;[[118:1:1]:[118:2:1]:[118:4:1]:[118:6:1]:[118:7:1]:[118:8:1]:[118:9:1]:[118:10:1]:[118:11:1]:[118:12:1]:[118:13:1]:[118:15:2]:[118:20:1]:];[[118:2:3]:[118:7:7]:[118:10:3]:[118:15:7]:];10;2;1;20;0.2;0;0;0;0;0;0;0.25;-0.95;0.7;1.07692;13;
D;18;H;38;32;-4923.82;2076.18;0.42166;283.52;116.48;0.410835;5;BuyerBarbes;00000000;6.03306;0.2;5.64396;6.04972;0.405762;2.5;0;8;10;3;0.75;0.180271;0.0703991;0.0685366;5;0.625641;0.01;1;0.180271;0.05;1;0.01;0;0;20;[[32:4:2]:[32:5:1]:[32:6:2]:[32:9:1]:[32:16:1]:];[[32:4:3]:[32:5:1]:[32:6:6]:[32:9:1]:[32:16:9]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-3.35;0.35;1.4;5;
D;18;H;39;82;-8352.96;2995.04;0.35856;506.1;173.9;0.343608;5;BuyerNeuilly;00000000;5.88306;0.2;5.65343;5.89972;0.246288;2.5;0;8;10;3;0.75;0.0380161;0.0403644;0.040543;5;0.827973;0.01;1;0.0380161;0.05;1;0.01;0;0;20;[[82:1:1]:[82:19:1]:];[[82:1:10]:[82:19:10]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-2.2;0.1;1;2;
D;18;H;41;84;-8172.16;3003.84;0.36757;412.1;227.9;0.553021;5;BuyerNeuilly;00000000;5.89972;0.2;5.68671;5.89972;0.213017;2.5;0;8;10;3;0.75;0.0670506;0.0358207;0.0401205;5;0.695104;0.01;1;0.0670506;0.05;1;0.01;0;0;20;[[84:11:1]:[84:20:1]:];[[84:11:10]:[84:20:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-3.25;0.1;1;2;
D;18;H;42;54;-4843.1;2096.9;0.432966;274.7;125.3;0.456134;5;BuyerBarbes;00000000;5.86639;0.2;5.71054;5.86639;0.155851;2.5;0;8;10;3;0.75;0.1633;0.0489048;0.0959247;5;0.71802;0.01;1;0.1633;0.05;1;0.01;0;0;20;[[54:16:1]:[54:17:1]:];[[54:16:10]:[54:17:10]:];10;2;1;20;0;0;0;0;0;0;0;0.2;-1.9;0.1;1;2;
D;18;H;43;43;-5530.51;2369.49;0.42844;318.28;121.72;0.382431;5;BuyerBarbes;00000000;6.06639;0.2;5.72291;6.06639;0.343478;2.5;0;8;10;3;0.75;0.0695387;0.0564495;0.0971529;5;0.631065;0.01;1;0.0695387;0.05;1;0.01;0;0;20;[[43:5:1]:[43:6:1]:[43:7:1]:[43:13:1]:[43:14:1]:[43:15:1]:];[[43:6:3]:[43:7:4]:[43:14:13]:];10;2;1;20;0.1;0;0;0;0;0;0;0.3;-2;0.3;1;6;
D;18;H;44;60;-6316.99;2531.01;0.400667;460.5;119.5;0.259501;5;BuyerBarbes;00000000;5.89972;0.2;5.74666;5.89972;0.153067;2.5;0;8;10;3;0.75;0.10937;0.0419373;0.100261;5;0.547673;0.01;1;0.10937;0.05;1;0.01;0;0;25;[[60:6:1]:[60:8:1]:];[[60:6:15]:[60:8:10]:];12.5;2;1;20;0.2;-2.5;0;0;0;0;0;0.25;-2.9;0.1;1;2;
D;18;H;44;64;-8673.05;3170.95;0.36561;443.2;276.8;0.624549;5;BuyerNeuilly;00000000;5.93306;0.2;5.74719;5.94972;0.202531;2.5;0;8;10;3;0.75;0.149765;0.0854518;0.0297252;5;0.930983;0.01;1;0.149765;0.05;1;0.01;0;0;20;[[64:7:1]:[64:15:1]:];[[64:7:10]:[64:15:10]:];10;2;1;20;0.8;0;0;0;0;0;0;0.2;-2.95;0.1;1;2;
D;18;H;46;62;-8139.37;3060.63;0.376028;452.98;227.02;0.50117;5;BuyerNeuilly;00000000;6.01639;0.2;5.77648;6.01639;0.23991;2.5;0;8;10;3;0.75;0.0353822;0.0404228;0.0515281;5;0.748871;0.01;1;0.0353822;0.05;1;0.01;0;0;20;[[62:7:1]:[62:15:1]:[62:17:1]:];[[62:7:10]:[62:15:2]:[62:17:8]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-4.3;0.15;1;3;
D;18;H;46;70;-7373.6;3042.4;0.412607;434.88;245.12;0.56365;5;BuyerNeuilly;00000000;5.93306;0.2;5.77559;5.94972;0.174129;2.5;0;8;10;3;0.75;0.0400511;0.0329741;0.057308;5;0.858092;0.01;1;0.0400511;0.05;1;0.01;0;0;20;[[70:4:1]:[70:7:1]:];[[70:4:2]:[70:7:18]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;-1.9;0.1;1;2;
D;18;H;47;48;-5922.59;2237.41;0.377776;319.48;160.52;0.502441;5;BuyerBarbes;00000000;6.14972;0.2;5.79253;6.16639;0.373856;2.5;0;8;10;3;0.75;0.00261639;0.0668617;0.106464;5;0.606112;0.01;1;0.00261639;0.05;1;0.01;0;0;20;[[48:6:1]:[48:11:1]:[48:12:1]:[48:13:1]:[48:16:2]:[48:17:1]:];[[48:6:10]:[48:11:4]:[48:16:6]:];10;2;1;20;0.2;0;0;0;0;0;0;0.25;-2.6;0.35;1.16667;6;
D;18;H;48;30;-5877.67;2682.33;0.456359;292.13;187.87;0.643104;5;BuyerBarbes;00000000;6.09972;0.2;5.808;6.09972;0.291724;2.5;0;8;10;3;0.75;0.112331;0.0324314;0.0869818;5;0.573512;0.01;1;0.112331;0.05;1;0.01;0;0;20;[[30:13:1]:[30:15:1]:[30:16:1]:[30:18:1]:];[[30:16:3]:[30:18:17]:];10;2;1;20;0.2;0;0;0;0;0;0;0.25;-0.4;0.2;1;4;
D;18;H;48;65;-7788.75;2763.25;0.354775;483.8;196.2;0.405539;5;BuyerNeuilly;00000000;6.24972;0.2;5.8081;6.26639;0.458291;2.5;0;8;10;3;0.75;0.0496351;0.0501385;0.0795318;5;0.867764;0.01;1;0.0496351;0.05;1;0.01;0;0;20;[[65:2:1]:[65:5:1]:[65:11:1]:[65:19:1]:];[[65:2:9]:[65:5:10]:[65:19:1]:];10;2;1;20;0.7;0;0;0;0;0;0;0.25;0.25;0.2;1;4;
D;18;H;52;83;-8716.36;3003.64;0.344598;506.96;173.04;0.341329;5;BuyerNeuilly;00000000;6.08306;0.2;5.87344;6.08306;0.209619;2.5;0;8;10;3;0.75;0.0634415;0.0315946;0.0517312;5;0.943749;0.01;1;0.0634415;0.05;1;0.01;0;0;20;[[83:2:1]:[83:10:1]:];[[83:2:13]:[83:10:7]:];10;2;1;20;0.7;0;0;0;0;0;0;0.2;-1.3;0.1;1;2;
D;18;H;53;27;-5542.34;2517.66;0.454259;290.18;149.82;0.5163;5;BuyerBarbes;00000000;6.13306;0.2;5.88716;6.13306;0.245898;2.5;0;8;10;3;0.75;0.0474327;0.0647255;0.0926641;5;0.569657;0.01;1;0.0474327;0.05;1;0.01;0;0;20;[[27:5:1]:[27:16:1]:[27:17:1]:];[[27:5:3]:[27:16:7]:[27:17:10]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-3.3;0.15;1;3;
D;18;H;53;103;-7149.29;2590.71;0.362373;213.7;130.3;0.609733;5;BuyerResto;00000000;6.34972;0.2;5.89695;6.36639;0.469436;2.5;1;8;10;1;0.75;0.0610247;0.0407765;0.042688;5;0.636721;0.01;1;0.0610247;-0.95;1;0.01;0;0;12;[[103:10:1]:[103:11:1]:[103:15:1]:[103:16:1]:[103:17:1]:[103:19:1]:];[[103:15:2]:[103:17:10]:];6;2;1;20;0.5;4;0;1;0;0.5;0;0.1;-1;0.3;1;6;
D;18;H;55;47;-5014.13;2045.87;0.408021;399.8;200.2;0.50075;5;BuyerBarbes;00000000;6.14972;0.2;5.92295;6.14972;0.226775;2.5;0;8;10;3;0.75;0.124969;0.0275536;0.134242;5;0.533987;0.01;1;0.124969;0.05;1;0.01;0;0;30;[[47:8:1]:[47:9:1]:[47:10:1]:[47:14:1]:];[[47:9:10]:[47:14:20]:];15;2;1;20;0;-5;0;0;0;0;0;0.3;-0.75;0.2;1;4;
D;18;H;57;44;-4939.52;1920.48;0.388799;314.24;85.76;0.272912;5;BuyerBarbes;00000000;6.43306;0.2;5.95671;6.43306;0.476343;2.5;0;8;10;3;0.75;0.161159;0.0727009;0.0882724;5;0.636304;0.01;1;0.161159;0.05;1;0.01;0;0;20;[[44:6:1]:[44:7:1]:[44:8:1]:[44:9:1]:[44:14:1]:[44:16:2]:[44:17:1]:];[[44:7:8]:[44:8:10]:[44:16:2]:];10;2;1;20;0;0;0;0.5;0;0;0;0.25;-0.85;0.4;1.14286;7;
D;18;H;57;78;-7749.26;3002.74;0.387487;485.7;154.3;0.317686;5;BuyerNeuilly;00000000;6.13306;0.2;5.951;6.14972;0.198721;2.5;0;8;10;3;0.75;0.184666;0.0435441;0.0907223;5;0.722132;0.01;1;0.184666;0.05;1;0.01;0;0;20;[[78:19:1]:];[[78:19:20]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;0.4;0.05;1;1;
D;18;H;57;99;-7577.79;2774.21;0.366098;390.26;289.74;0.742428;5;BuyerResto;00000000;6.26639;0.2;5.95073;6.26639;0.315661;2.5;1;8;10;1;0.75;0.149759;0.0622066;0.0742013;5;0.645998;0.01;1;0.149759;-0.95;1;0.01;1;17;20;[[99:7:1]:[99:13:1]:[99:15:1]:[99:16:1]:[99:17:1]:];[[99:7:1]:[99:13:7]:[99:16:9]:[99:17:3]:];10;2;1;20;0.7;0;0;1;0;1;0;0.1;-2.1;0.25;1;5;
D;18;H;58;23;-5521.81;2298.19;0.416202;295.47;144.53;0.489153;5;BuyerBarbes;00000000;6.49972;0.2;5.98136;6.49972;0.518364;2.5;0;8;10;3;0.75;0.251152;0.0304301;0.100586;5;0.64774;0.01;1;0.251152;0.05;1;0.01;0;0;20;[[23:11:1]:[23:13:1]:[23:15:1]:[23:16:1]:[23:18:1]:];[[23:13:8]:[23:15:2]:[23:16:9]:[23:18:1]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-2.55;0.25;1;5;
D;18;H;58;90;-9210.68;2597.32;0.28199;479.52;200.48;0.418085;5;BuyerResto;00000000;6.26639;0.2;5.97245;6.28306;0.310605;2.5;1;8;10;1;0.75;0.165008;0.00646008;0.0273617;5;0.673297;0.01;1;0.165008;-0.95;1;0.01;1;11;20;[[90:11:1]:[90:14:1]:[90:15:1]:[90:19:1]:];[[90:11:9]:[90:15:10]:[90:19:1]:];10;2;1;20;0.7;0;0;0.5;0;0.5;0;0.1;0.3;0.2;1;4;
D;18;H;60;37;-5140.24;2059.76;0.400713;274.73;125.27;0.455975;5;BuyerBarbes;00000000;6.31639;0.2;6.00249;6.31639;0.313899;2.5;0;8;10;3;0.75;0.0866925;0.0467971;0.157811;5;0.696196;0.01;1;0.0866925;0.05;1;0.01;0;0;20;[[37:3:1]:[37:11:1]:[37:15:1]:[37:18:1]:];[[37:3:3]:[37:11:5]:[37:15:5]:[37:18:7]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-0.2;0.2;1;4;
D;18;H;61;75;-7715.95;3068.05;0.397624;390.2;217.8;0.558175;5;BuyerNeuilly;00000000;6.33306;0.2;6.0233;6.34972;0.326422;2.5;0;8;10;3;0.75;0.102558;0.0428404;0.0402877;5;0.804856;0.01;1;0.102558;0.05;1;0.01;0;0;19;[[75:1:1]:[75:4:1]:[75:5:1]:[75:6:1]:[75:17:1]:];[[75:5:9]:[75:6:10]:];9.5;2;1;20;0.6;0.5;0;1;0;0.5;0;0.25;-0.45;0.25;1;5;
D;18;H;61;79;-7303.5;2488.5;0.340727;461.7;178.3;0.386182;5;BuyerNeuilly;00000000;6.24972;0.2;6.02812;6.26639;0.238273;2.5;0;8;10;3;0.75;0.156563;0.0625178;0.0987046;5;0.600087;0.01;1;0.156563;0.05;1;0.01;0;0;20;[[79:9:1]:[79:19:1]:[79:20:1]:];[[79:9:10]:[79:20:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-1.65;0.15;1;3;
D;18;H;63;61;-7735.13;3176.87;0.410707;492.68;147.32;0.299018;5;BuyerNeuilly;00000000;6.36639;0.2;6.06638;6.36639;0.300006;2.5;0;8;10;3;0.75;0.141019;0.0508731;0.0617297;5;0.600144;0.01;1;0.141019;0.05;1;0.01;0;0;20;[[61:3:1]:[61:4:1]:[61:6:1]:[61:7:1]:];[[61:3:10]:[61:4:4]:[61:6:5]:[61:7:1]:];10;2;1;20;0.6;0;0;0;0;0;0;0.25;-2.05;0.2;1;4;
D;18;H;63;120;-5029.03;1730.97;0.344196;230.02;129.98;0.565081;5;BuyerTF;00000000;6.54972;0.2;6.06228;6.56639;0.504107;2.5;0;8;10;3;0.75;0.0427274;0.0572559;1;5;0.0975399;0.01;1;0.0427274;0.05;1;0.01;0;0;18;[[120:5:1]:[120:7:1]:[120:8:1]:[120:9:1]:[120:11:1]:[120:12:1]:[120:14:1]:[120:16:1]:];[[120:7:8]:[120:9:10]:];9;2;1;20;0;1;0;1;0;0.5;0;0.2;1.3;0.4;1;8;
D;18;H;64;109;-7219.61;2716.39;0.376252;459.5;220.5;0.479869;5;BuyerResto;00000000;7.06639;0.2;6.08036;7.08306;1.0027;2.5;1;8;10;1;0.75;0.168898;0.0278809;0.0949549;5;0.550901;0.01;1;0.168898;-0.95;1;0.01;0;0;20;[[109:1:2]:[109:2:1]:[109:3:1]:[109:4:1]:[109:5:1]:[109:6:1]:[109:7:2]:[109:8:1]:[109:9:1]:[109:10:1]:[109:11:1]:[109:12:1]:[109:13:1]:[109:14:1]:[109:15:1]:[109:17:1]:[109:18:1]:];[[109:1:10]:[109:3:10]:];10;2;1;20;0.7;0;0;0.5;0;0;0;0.1;0.05;0.95;1.11765;17;
D;18;H;65;42;-5369.52;1694.48;0.315574;303.46;136.54;0.449944;5;BuyerBarbes;00000000;6.73306;0.2;6.09692;6.74972;0.652806;2.5;0;8;10;3;0.75;0.122855;0.0258786;0.0663348;5;0.608444;0.01;1;0.122855;0.05;1;0.01;0;0;20;[[42:5:2]:[42:7:1]:[42:8:1]:[42:9:1]:[42:11:1]:[42:14:1]:[42:16:1]:[42:17:1]:[42:18:1]:];[[42:5:4]:[42:14:10]:[42:18:6]:];10;2;1;20;0.1;0;0;0.5;0;0;0;0.25;-3.2;0.5;1.11111;9;
D;18;H;70;29;-5375;2105;0.391628;325.18;114.82;0.353097;5;BuyerBarbes;00000000;6.63306;0.2;6.17388;6.63306;0.459178;2.5;0;8;10;3;0.75;0.162515;0.0772423;0.0938364;5;0.822619;0.01;1;0.162515;0.05;1;0.01;0;0;20;[[29:3:1]:[29:6:1]:[29:7:1]:[29:9:1]:[29:12:1]:];[[29:3:4]:[29:6:6]:[29:7:6]:[29:9:4]:];10;2;1;20;0.1;0;0;0;0;0;0;0.25;-2.4;0.25;1;5;
D;18;H;70;101;-5731.38;3020.62;0.527032;479.7;200.3;0.417553;5;BuyerResto;00000000;6.48306;0.2;6.17571;6.48306;0.307348;2.5;1;8;10;1;0.75;0.0929329;0.0230905;0.0129987;5;0.548932;0.01;1;0.0929329;-0.95;1;0.01;1;7;20;[[101:1:1]:[101:2:1]:[101:5:1]:[101:7:1]:];[[101:2:10]:[101:7:10]:];10;2;1;20;0.7;0;0;0.5;0;0.5;13.03;0.1;-3;0.2;1;4;
D;18;H;72;57;-4656.06;2063.94;0.44328;268.41;131.59;0.490257;5;BuyerBarbes;00000000;6.94972;0.2;6.20082;6.94972;0.748897;2.5;0;8;10;3;0.75;0.14273;0.0529459;0.0645659;5;0.653789;0.01;1;0.14273;0.05;1;0.01;0;0;20;[[57:2:1]:[57:3:1]:[57:4:1]:[57:5:1]:[57:6:2]:[57:14:1]:[57:15:1]:[57:17:1]:[57:18:1]:[57:20:2]:];[[57:6:2]:[57:17:1]:[57:18:9]:[57:20:8]:];10;2;1;20;0;0;0;0.5;0;0;0;0.3;-0.05;0.6;1.2;10;
D;18;H;72;66;-6991.56;2448.44;0.350199;530.6;109.4;0.206182;5;BuyerNeuilly;00000000;6.41639;0.2;6.21471;6.41639;0.201681;2.5;0;8;10;3;0.75;0.213063;0.107519;0.0290672;5;0.592411;0.01;1;0.213063;0.05;1;0.01;0;0;20;[[66:1:1]:[66:2:1]:];[[66:1:10]:[66:2:10]:];10;2;1;20;0.6;0;0;0;0;0;0;0.2;-2.35;0.1;1;2;
D;18;H;72;80;-6921.25;2518.75;0.363915;320.74;95.26;0.297001;5;BuyerNeuilly;00000000;7.28306;0.2;6.20936;7.28306;1.0737;2.5;0;8;10;3;0.75;0.184762;0.0519684;0.0849753;5;0.624015;0.01;1;0.184762;0.05;1;0.01;0;0;13;[[80:1:1]:[80:2:1]:[80:3:1]:[80:4:1]:[80:6:1]:[80:7:1]:[80:8:1]:[80:9:1]:[80:10:1]:[80:11:1]:[80:12:1]:[80:13:1]:[80:14:1]:[80:15:1]:[80:17:1]:[80:19:1]:[80:20:1]:];[[80:1:1]:[80:4:1]:[80:8:10]:[80:20:1]:];6.5;2;1;20;0.6;3.5;0;1;0;0.5;0;0.25;-0.3;0.85;1;17;
D;18;H;73;25;-4984.11;1875.89;0.376374;355.98;44.02;0.123659;5;BuyerBarbes;00000000;6.51639;0.2;6.22813;6.51639;0.288263;2.5;0;8;10;3;0.75;0.0623889;0.0563593;0.0983723;5;0.676764;0.01;1;0.0623889;0.05;1;0.01;0;0;20;[[25:7:1]:[25:13:1]:[25:14:1]:[25:16:1]:[25:17:1]:];[[25:7:4]:[25:14:10]:[25:16:6]:];10;2;1;20;0;0;0;0;0;0;0;0.25;-3.15;0.25;1;5;
D;18;H;73;74;-6187.7;2244.3;0.362703;551.45;128.55;0.233113;5;BuyerNeuilly;00000000;6.74972;0.2;6.23141;6.74972;0.518313;2.5;0;8;10;3;0.75;0.129146;0.0490304;0.0721838;5;1.00609;0.01;1;0.129146;0.05;1;0.01;1;2;20;[[74:1:1]:[74:2:1]:[74:7:1]:[74:10:1]:[74:15:1]:[74:20:1]:];[[74:1:10]:[74:2:5]:[74:7:5]:];10;2;1;20;0.7;0;0;0.5;0;0.5;0;0.25;0.2;0.3;1;6;
