IDBuyer;run;r;Day;r;Hour;r;r;Seller;r;Buyer;r;Prod;Qte/dem;QualID;r;FinPrice;r;TransPrice;r;StdPrice;suply/demand;ProdPrice;sup2/dem2;Age;r;Qty;margStdPr;Quality;QualAdmId;IDAdmin;AdminPrice;Hour;supply;NewOffer;margBuyer;margSeller;VmargBuyer;VmargSeller;dem2;sup2;sup/dem;qty/dem;qty/off;BuyType;TypeXP;Idbuyer;dertrans
10055;;D;1;H;257;Trans;From;1;To;55;Pr;0;Qual;4;FinPrice;32;Price;30,16;StdPrice;31,79;BuyPrice;17,41;Age;0;Qty;10;Qual;0,705691;2;10200;46,1878;260;372;372;0,061007958;0,732337737;0,610079576;7,323377369;70;377;5,4;0,142857143;0,026525199;R;XP4;10255;260
10064;;D;1;H;259;Trans;From;11;To;64;Pr;0;Qual;4;FinPrice;32;Price;30,21;StdPrice;32,1;BuyPrice;18,03;Age;0;Qty;9;Qual;0,696963;2;10200;46,1878;260;372;372;0,059251903;0,675540765;0,53326713;6,079866889;70;377;5,4;0,128571429;0,023872679;R;XP4;10264;260
10061;;D;1;H;262;Trans;From;11;To;61;Pr;0;Qual;4;FinPrice;32;Price;30,21;StdPrice;32,1;BuyPrice;18,03;Age;0;Qty;8;Qual;0,696963;2;10200;46,1878;260;372;372;0,059251903;0,675540765;0,474015227;5,404326123;70;377;5,4;0,114285714;0,021220159;R;XP4;10261;260
10056;;D;1;H;265;Trans;From;3;To;56;Pr;0;Qual;3;FinPrice;36;Price;32,02;StdPrice;32,02;BuyPrice;17,87;Age;0;Qty;4;Qual;0,848193;2;10200;46,1878;270;372;372;0,124297314;0,791829882;0,497189257;3,16731953;70;377;5,4;0,057142857;0,01061008;R;XP4;10256;270
20057;;D;2;H;12;Trans;From;4;To;57;Pr;2;Qual;3;FinPrice;36;Price;33,34;StdPrice;37,41;BuyPrice;19,63;Age;0;Qty;10;Qual;0,861651;2;22200;32,1587;10;608;420;0,079784043;0,698420785;0,797840432;6,984207845;70;399;5,7;0,142857143;0,025062657;R;XP4;22257;90
20053;;D;2;H;15;Trans;From;6;To;53;Pr;2;Qual;2;FinPrice;32;Price;25,11;StdPrice;25,11;BuyPrice;18,08;Age;0;Qty;10;Qual;0,765159;2;22200;32,1587;20;608;420;0,274392672;0,388827434;2,743926722;3,888274336;70;399;5,7;0,142857143;0,025062657;N;XP4;22253;30
20048;;D;2;H;16;Trans;From;19;To;48;Pr;1;Qual;1;FinPrice;32;Price;23,28;StdPrice;23,45;BuyPrice;16,1;Age;0;Qty;10;Qual;0,646833;1;21100;30,8071;20;383;134;0,374570447;0,445962733;3,745704467;4,459627329;230;348;1,5;0,043478261;0,028735632;N;XP4;21148;90
20063;;D;2;H;17;Trans;From;3;To;63;Pr;0;Qual;1;FinPrice;28;Price;24,04;StdPrice;24,13;BuyPrice;17,87;Age;1;Qty;10;Qual;0,448193;1;20100;30,4067;20;389;112;0,164725458;0,345271405;1,647254576;3,452714046;230;281;1,2;0,043478261;0,035587189;R;XP4;20163;110
20052;;D;2;H;19;Trans;From;6;To;52;Pr;2;Qual;2;FinPrice;32;Price;25,11;StdPrice;25,11;BuyPrice;18,08;Age;0;Qty;9;Qual;0,765159;2;22200;32,1587;20;608;420;0,274392672;0,388827434;2,46953405;3,499446903;70;399;5,7;0,128571429;0,022556391;N;XP4;22252;20
20048;;D;2;H;22;Trans;From;20;To;48;Pr;0;Qual;4;FinPrice;32;Price;25,69;StdPrice;25,95;BuyPrice;19,85;Age;0;Qty;9;Qual;0,978325;2;20200;32,0579;20;377;377;0,245620864;0,294206549;2,210587777;2,647858942;70;363;5,2;0,128571429;0,024793388;N;XP4;20248;90
20053;;D;2;H;23;Trans;From;1;To;53;Pr;0;Qual;4;FinPrice;32;Price;28,4;StdPrice;28,4;BuyPrice;17,21;Age;0;Qty;10;Qual;0,671256;2;20200;32,0579;20;377;377;0,126760563;0,65020337;1,267605634;6,502033701;70;363;5,2;0,142857143;0,027548209;N;XP4;20253;30
20048;;D;2;H;23;Trans;From;19;To;48;Pr;2;Qual;1;FinPrice;36;Price;24,33;StdPrice;24,58;BuyPrice;17,01;Age;0;Qty;10;Qual;0,807103;2;22200;32,1587;20;608;420;0,479654747;0,430335097;4,796547472;4,30335097;70;399;5,7;0,142857143;0,025062657;N;XP4;22248;90
20053;;D;2;H;26;Trans;From;15;To;53;Pr;1;Qual;2;FinPrice;36;Price;34,22;StdPrice;38,16;BuyPrice;18,62;Age;0;Qty;10;Qual;0,873761;2;21200;34,1433;30;201;184;0,052016365;0,837808808;0,520163647;8,378088077;50;324;6,5;0,2;0,030864198;N;XP4;21253;30
20047;;D;2;H;27;Trans;From;19;To;47;Pr;2;Qual;1;FinPrice;32;Price;24,33;StdPrice;24,58;BuyPrice;17,01;Age;0;Qty;7;Qual;0,807103;2;22200;32,1587;30;608;420;0,315248664;0,430335097;2,206740649;3,012345679;70;399;5,7;0,1;0,01754386;N;XP4;22247;50
20047;;D;2;H;31;Trans;From;4;To;47;Pr;0;Qual;2;FinPrice;32;Price;24,09;StdPrice;24,09;BuyPrice;17,79;Age;0;Qty;10;Qual;0,616726;1;20100;30,4067;30;389;112;0,328352013;0,354131535;3,283520133;3,541315346;230;281;1,2;0,043478261;0,035587189;N;XP4;20147;50
20055;;D;2;H;35;Trans;From;1;To;55;Pr;0;Qual;4;FinPrice;32;Price;30,16;StdPrice;28,4;BuyPrice;17,21;Age;0;Qty;3;Qual;0,671256;2;20200;32,0579;40;377;377;0,061007958;0,752469494;0,183023873;2,257408483;70;363;5,2;0,042857143;0,008264463;R;XP4;20255;150
20023;;D;2;H;35;Trans;From;4;To;23;Pr;0;Qual;1;FinPrice;20;Price;15,9;StdPrice;15,9;BuyPrice;15,19;Age;1;Qty;10;Qual;0,270492;0;20000;16,61;40;271;0;0,257861635;0,046741277;2,578616352;0,467412772;201;148;0,7;0,049751244;0,067567568;B;XP4;20023;40
20050;;D;2;H;38;Trans;From;14;To;50;Pr;1;Qual;4;FinPrice;28;Price;26,27;StdPrice;26,27;BuyPrice;18,4;Age;1;Qty;10;Qual;0,733233;2;21200;34,1433;40;201;184;0,065854587;0,427717391;0,65854587;4,277173913;50;324;6,5;0,2;0,030864198;N;XP4;21250;40
20065;;D;2;H;52;Trans;From;1;To;65;Pr;2;Qual;2;FinPrice;28;Price;22,44;StdPrice;22,44;BuyPrice;14,7;Age;0;Qty;9;Qual;0,43415;1;22100;30,1946;50;528;184;0,247771836;0,526530612;2,229946524;4,73877551;230;1055;4,6;0,039130435;0,008530806;R;XP4;22165;230
20049;;D;2;H;52;Trans;From;2;To;49;Pr;2;Qual;4;FinPrice;36;Price;26,39;StdPrice;26,41;BuyPrice;20,68;Age;0;Qty;10;Qual;0,841147;2;22200;32,1587;50;608;420;0,364153088;0,276112186;3,641530883;2,761121857;70;399;5,7;0,142857143;0,025062657;N;XP4;22249;130
20047;;D;2;H;53;Trans;From;4;To;47;Pr;2;Qual;2;FinPrice;32;Price;23,78;StdPrice;23,78;BuyPrice;17,37;Age;0;Qty;3;Qual;0,602588;1;22100;30,1946;50;528;184;0,345668629;0,369027058;1,037005887;1,107081174;230;1055;4,6;0,013043478;0,002843602;N;XP4;22147;50
20066;;D;2;H;59;Trans;From;3;To;66;Pr;0;Qual;2;FinPrice;32;Price;24,71;StdPrice;24,71;BuyPrice;17,37;Age;0;Qty;10;Qual;0,700581;2;20200;32,0579;60;377;377;0,295022258;0,422567645;2,950222582;4,225676454;70;363;5,2;0,142857143;0,027548209;R;XP4;20266;230
20035;;D;2;H;63;Trans;From;3;To;35;Pr;0;Qual;0;FinPrice;20;Price;16,15;StdPrice;16,15;BuyPrice;15,69;Age;1;Qty;10;Qual;0,0917829;0;20000;16,61;60;271;0;0,238390093;0,029318037;2,383900929;0,29318037;201;148;0,7;0,049751244;0,067567568;B;XP4;20035;70
20065;;D;2;H;65;Trans;From;4;To;65;Pr;2;Qual;1;FinPrice;28;Price;22,71;StdPrice;22,71;BuyPrice;15,24;Age;0;Qty;1;Qual;0,48878;1;22100;30,1946;70;528;184;0,232937032;0,49015748;0,232937032;0,49015748;230;1055;4,6;0,004347826;0,000947867;R;XP4;22165;230
20065;;D;2;H;65;Trans;From;4;To;65;Pr;0;Qual;2;FinPrice;28;Price;24,09;StdPrice;24,09;BuyPrice;17,79;Age;0;Qty;10;Qual;0,616726;1;20100;30,4067;70;389;112;0,162308012;0,354131535;1,623080116;3,541315346;230;281;1,2;0,043478261;0,035587189;R;XP4;20165;230
20041;;D;2;H;69;Trans;From;2;To;41;Pr;2;Qual;2;FinPrice;28;Price;23,84;StdPrice;23,84;BuyPrice;17,49;Age;2;Qty;10;Qual;0,406217;1;22100;30,1946;70;528;184;0,174496644;0,363064608;1,744966443;3,630646083;230;1055;4,6;0,043478261;0,009478673;N;XP4;22141;140
20035;;D;2;H;70;Trans;From;18;To;35;Pr;1;Qual;2;FinPrice;24;Price;18,35;StdPrice;18,35;BuyPrice;18,35;Age;2;Qty;10;Qual;0,26667;0;21000;16,284;70;101;0;0,307901907;0;3,079019074;0;220;216;1;0,045454545;0,046296296;B;XP4;21035;70
20044;;D;2;H;70;Trans;From;2;To;44;Pr;2;Qual;3;FinPrice;32;Price;24,57;StdPrice;24,57;BuyPrice;18,96;Age;1;Qty;10;Qual;0,623512;1;22100;30,1946;70;528;184;0,302401302;0,295886076;3,024013024;2,958860759;230;1055;4,6;0,043478261;0,009478673;N;XP4;22144;90
20039;;D;2;H;75;Trans;From;3;To;39;Pr;0;Qual;0;FinPrice;20;Price;16,15;StdPrice;16,15;BuyPrice;15,69;Age;1;Qty;10;Qual;0,0917829;0;20000;16,61;80;271;0;0,238390093;0,029318037;2,383900929;0,29318037;201;148;0,7;0,049751244;0,067567568;B;XP4;20039;100
20038;;D;2;H;77;Trans;From;4;To;38;Pr;2;Qual;1;FinPrice;28;Price;22,71;StdPrice;22,71;BuyPrice;15,24;Age;0;Qty;10;Qual;0,48878;1;22100;30,1946;80;528;184;0,232937032;0,49015748;2,329370321;4,901574803;230;1055;4,6;0,043478261;0,009478673;B;XP4;22138;120
20057;;D;2;H;77;Trans;From;7;To;57;Pr;1;Qual;1;FinPrice;24;Price;16;StdPrice;16;BuyPrice;15,72;Age;1;Qty;10;Qual;0,288747;0;21000;16,284;80;101;0;0,5;0,017811705;5;0,178117048;220;216;1;0,045454545;0,046296296;R;XP4;21057;90
20046;;D;2;H;77;Trans;From;11;To;46;Pr;0;Qual;5;FinPrice;36;Price;25,34;StdPrice;25,34;BuyPrice;18,63;Age;0;Qty;10;Qual;0,861018;2;20200;32,0579;80;377;377;0,420678769;0,360171766;4,206787687;3,60171766;70;363;5,2;0,142857143;0,027548209;N;XP4;20246;90
20046;;D;2;H;80;Trans;From;19;To;46;Pr;1;Qual;1;FinPrice;32;Price;23,45;StdPrice;23,45;BuyPrice;16,1;Age;0;Qty;8;Qual;0,646833;1;21100;30,8071;80;383;134;0,364605544;0,456521739;2,91684435;3,652173913;230;348;1,5;0,034782609;0,022988506;N;XP4;21146;90
20040;;D;2;H;83;Trans;From;2;To;40;Pr;2;Qual;1;FinPrice;24;Price;22,3;StdPrice;22,3;BuyPrice;15,7;Age;2;Qty;10;Qual;0,227115;0;22000;28,9143;80;139;6;0,076233184;0,420382166;0,762331839;4,203821656;200;324;1,6;0,05;0,030864198;B;XP4;22040;110
20046;;D;2;H;83;Trans;From;5;To;46;Pr;2;Qual;1;FinPrice;32;Price;24,33;StdPrice;24,33;BuyPrice;16,51;Age;0;Qty;10;Qual;0,731133;2;22200;32,1587;80;608;420;0,315248664;0,473652332;3,152486642;4,736523319;70;399;5,7;0,142857143;0,025062657;N;XP4;22246;90
20046;;D;2;H;86;Trans;From;18;To;46;Pr;1;Qual;6;FinPrice;32;Price;24,08;StdPrice;24,08;BuyPrice;14,03;Age;0;Qty;2;Qual;0,699213;2;21200;34,1433;90;201;184;0,328903654;0,716322167;0,657807309;1,432644334;50;324;6,5;0,04;0,00617284;N;XP4;21246;90
20063;;D;2;H;86;Trans;From;4;To;63;Pr;2;Qual;1;FinPrice;28;Price;22,71;StdPrice;22,71;BuyPrice;15,24;Age;0;Qty;6;Qual;0,48878;1;22100;30,1946;90;528;184;0,232937032;0,49015748;1,397622193;2,940944882;230;1055;4,6;0,026086957;0,005687204;R;XP4;22163;110
20039;;D;2;H;86;Trans;From;19;To;39;Pr;2;Qual;0;FinPrice;20;Price;18,92;StdPrice;23,06;BuyPrice;17,22;Age;2;Qty;10;Qual;0,244778;0;22000;28,9143;90;139;6;0,057082452;0,098722416;0,570824524;0,987224158;200;324;1,6;0,05;0,030864198;B;XP4;22039;100
20044;;D;2;H;87;Trans;From;2;To;44;Pr;1;Qual;3;FinPrice;32;Price;26,43;StdPrice;26,43;BuyPrice;18,73;Age;0;Qty;10;Qual;0,756332;2;21200;34,1433;90;201;184;0,210745365;0,411105179;2,107453651;4,111051789;50;324;6,5;0,2;0,030864198;N;XP4;21244;90
20063;;D;2;H;88;Trans;From;5;To;63;Pr;2;Qual;0;FinPrice;28;Price;22,93;StdPrice;22,93;BuyPrice;15,67;Age;1;Qty;4;Qual;0,43793;1;22100;30,1946;90;528;184;0,221107719;0,46330568;0,884430877;1,853222719;230;1055;4,6;0,017391304;0,003791469;R;XP4;22163;110
20048;;D;2;H;88;Trans;From;8;To;48;Pr;0;Qual;3;FinPrice;32;Price;23,32;StdPrice;23,32;BuyPrice;16,24;Age;0;Qty;1;Qual;0,641184;1;20100;30,4067;90;389;112;0,372212693;0,435960591;0,372212693;0,435960591;230;281;1,2;0,004347826;0,003558719;N;XP4;20148;90
20057;;D;2;H;89;Trans;From;8;To;57;Pr;0;Qual;3;FinPrice;32;Price;23,32;StdPrice;23,32;BuyPrice;16,24;Age;0;Qty;10;Qual;0,641184;1;20100;30,4067;90;389;112;0,372212693;0,435960591;3,72212693;4,359605911;230;281;1,2;0,043478261;0,035587189;R;XP4;20157;90
20054;;D;2;H;90;Trans;From;6;To;54;Pr;0;Qual;1;FinPrice;28;Price;23,17;StdPrice;23,17;BuyPrice;15,95;Age;0;Qty;10;Qual;0,464813;1;20100;30,4067;90;389;112;0,208459215;0,452664577;2,084592145;4,526645768;230;281;1,2;0,043478261;0,035587189;R;XP4;20154;200
20043;;D;2;H;93;Trans;From;8;To;43;Pr;0;Qual;3;FinPrice;32;Price;23,32;StdPrice;23,32;BuyPrice;16,24;Age;0;Qty;10;Qual;0,641184;1;20100;30,4067;90;389;112;0,372212693;0,435960591;3,72212693;4,359605911;230;281;1,2;0,043478261;0,035587189;N;XP4;20143;110
20043;;D;2;H;95;Trans;From;18;To;43;Pr;1;Qual;6;FinPrice;32;Price;24,08;StdPrice;24,08;BuyPrice;14,03;Age;0;Qty;10;Qual;0,699213;2;21200;34,1433;100;201;184;0,328903654;0,716322167;3,289036545;7,163221668;50;324;6,5;0,2;0,030864198;N;XP4;21243;110
20040;;D;2;H;98;Trans;From;19;To;40;Pr;1;Qual;0;FinPrice;24;Price;22,62;StdPrice;23,78;BuyPrice;16,76;Age;1;Qty;10;Qual;0,365996;1;21100;30,8071;100;383;134;0,061007958;0,349642005;0,610079576;3,496420048;230;348;1,5;0,043478261;0,028735632;B;XP4;21140;110
20039;;D;2;H;103;Trans;From;2;To;39;Pr;1;Qual;1;FinPrice;24;Price;16,46;StdPrice;16,53;BuyPrice;16,53;Age;2;Qty;10;Qual;0,324866;0;21000;16,284;100;101;0;0,458080194;-0,004234725;4,580801944;-0,042347247;220;216;1;0,045454545;0,046296296;B;XP4;21039;100
20030;;D;2;H;104;Trans;From;2;To;30;Pr;2;Qual;1;FinPrice;24;Price;22,3;StdPrice;22,3;BuyPrice;15,7;Age;2;Qty;10;Qual;0,227115;0;22000;28,9143;100;139;6;0,076233184;0,420382166;0,762331839;4,203821656;200;324;1,6;0,05;0,030864198;B;XP4;22030;140
20033;;D;2;H;105;Trans;From;19;To;33;Pr;1;Qual;0;FinPrice;20;Price;16,35;StdPrice;16,52;BuyPrice;16,52;Age;2;Qty;10;Qual;0,193788;0;21000;16,284;110;101;0;0,22324159;-0,010290557;2,232415902;-0,102905569;220;216;1;0,045454545;0,046296296;B;XP4;21033;200
20038;;D;2;H;105;Trans;From;4;To;38;Pr;0;Qual;1;FinPrice;20;Price;15,74;StdPrice;15,9;BuyPrice;15,19;Age;1;Qty;10;Qual;0,270492;0;20000;16,61;110;271;0;0,27064803;0,036208032;2,706480305;0,362080316;201;148;0,7;0,049751244;0,067567568;B;XP4;20038;120
20055;;D;2;H;107;Trans;From;3;To;55;Pr;0;Qual;2;FinPrice;32;Price;24,71;StdPrice;24,71;BuyPrice;17,37;Age;0;Qty;7;Qual;0,700581;2;20200;32,0579;110;377;377;0,295022258;0,422567645;2,065155807;2,957973518;70;363;5,2;0,1;0,019283747;R;XP4;20255;150
20040;;D;2;H;107;Trans;From;4;To;40;Pr;0;Qual;1;FinPrice;20;Price;15,9;StdPrice;15,9;BuyPrice;15,19;Age;1;Qty;1;Qual;0,270492;0;20000;16,61;110;271;0;0,257861635;0,046741277;0,257861635;0,046741277;201;148;0,7;0,004975124;0,006756757;B;XP4;20040;110
20045;;D;2;H;108;Trans;From;10;To;45;Pr;1;Qual;4;FinPrice;32;Price;24,22;StdPrice;24,22;BuyPrice;17,65;Age;0;Qty;4;Qual;0,61293;1;21100;30,8071;110;383;134;0,32122213;0,37223796;1,284888522;1,488951841;230;348;1,5;0,017391304;0,011494253;N;XP4;21145;120
20043;;D;2;H;110;Trans;From;8;To;43;Pr;2;Qual;3;FinPrice;32;Price;23,48;StdPrice;23,48;BuyPrice;14,81;Age;0;Qty;10;Qual;0,784783;2;22200;32,1587;110;608;420;0,36286201;0,58541526;3,628620102;5,8541526;70;399;5,7;0,142857143;0,025062657;N;XP4;22243;110
20063;;D;2;H;110;Trans;From;9;To;63;Pr;1;Qual;1;FinPrice;32;Price;23,74;StdPrice;23,74;BuyPrice;16,68;Age;0;Qty;10;Qual;0,663244;1;21100;30,8071;110;383;134;0,347935973;0,423261391;3,47935973;4,232613909;230;348;1,5;0,043478261;0,028735632;R;XP4;21163;110
20030;;D;2;H;110;Trans;From;6;To;30;Pr;0;Qual;0;FinPrice;20;Price;15,98;StdPrice;17,44;BuyPrice;16,11;Age;1;Qty;8;Qual;0,0233236;0;20000;16,61;110;271;0;0,251564456;-0,008069522;2,012515645;-0,064556176;201;148;0,7;0,039800995;0,054054054;B;XP4;20030;140
20045;;D;2;H;112;Trans;From;16;To;45;Pr;1;Qual;4;FinPrice;32;Price;24,56;StdPrice;24,56;BuyPrice;14,99;Age;0;Qty;6;Qual;0,77595;2;21200;34,1433;110;201;184;0,302931596;0,638425617;1,817589577;3,830553702;50;324;6,5;0,12;0,018518519;N;XP4;21245;120
20040;;D;2;H;113;Trans;From;3;To;40;Pr;0;Qual;0;FinPrice;20;Price;16,15;StdPrice;16,15;BuyPrice;15,69;Age;1;Qty;3;Qual;0,0917829;0;20000;16,61;110;271;0;0,238390093;0,029318037;0,715170279;0,087954111;201;148;0,7;0,014925373;0,02027027;B;XP4;20040;110
20045;;D;2;H;115;Trans;From;11;To;45;Pr;0;Qual;5;FinPrice;36;Price;25,34;StdPrice;25,34;BuyPrice;18,63;Age;0;Qty;4;Qual;0,861018;2;20200;32,0579;120;377;377;0,420678769;0,360171766;1,682715075;1,440687064;70;363;5,2;0,057142857;0,011019284;N;XP4;20245;120
20038;;D;2;H;116;Trans;From;7;To;38;Pr;1;Qual;2;FinPrice;28;Price;22,94;StdPrice;22,94;BuyPrice;15,08;Age;0;Qty;10;Qual;0,452689;1;21100;30,8071;120;383;134;0,220575414;0,521220159;2,205754141;5,212201592;230;348;1,5;0,043478261;0,028735632;B;XP4;21138;120
20037;;D;2;H;117;Trans;From;2;To;37;Pr;1;Qual;1;FinPrice;24;Price;16,53;StdPrice;16,53;BuyPrice;16,53;Age;2;Qty;7;Qual;0,324866;0;21000;16,284;120;101;0;0,451905626;0;3,163339383;0;220;216;1;0,031818182;0,032407407;B;XP4;21037;130
20045;;D;2;H;118;Trans;From;4;To;45;Pr;2;Qual;2;FinPrice;32;Price;23,78;StdPrice;23,78;BuyPrice;17,37;Age;0;Qty;10;Qual;0,602588;1;22100;30,1946;120;528;184;0,345668629;0,369027058;3,456686291;3,690270581;230;1055;4,6;0,043478261;0,009478673;N;XP4;22145;120
20045;;D;2;H;119;Trans;From;5;To;45;Pr;0;Qual;1;FinPrice;36;Price;25,44;StdPrice;25,44;BuyPrice;18,83;Age;0;Qty;6;Qual;0,9999;2;20200;32,0579;120;377;377;0,41509434;0,351035582;2,490566038;2,106213489;70;363;5,2;0,085714286;0,016528926;N;XP4;20245;120
20030;;D;2;H;120;Trans;From;7;To;30;Pr;1;Qual;1;FinPrice;24;Price;16;StdPrice;16;BuyPrice;15,72;Age;1;Qty;10;Qual;0,288747;0;21000;16,284;120;101;0;0,5;0,017811705;5;0,178117048;220;216;1;0,045454545;0,046296296;B;XP4;21030;140
20054;;D;2;H;120;Trans;From;12;To;54;Pr;1;Qual;3;FinPrice;36;Price;26,62;StdPrice;26,62;BuyPrice;19,1;Age;0;Qty;10;Qual;0,96887;2;21200;34,1433;120;201;184;0,352366642;0,393717277;3,523666416;3,937172775;50;324;6,5;0,2;0,030864198;R;XP4;21254;200
20027;;D;2;H;120;Trans;From;1;To;27;Pr;0;Qual;1;FinPrice;20;Price;17,41;StdPrice;17,41;BuyPrice;17,41;Age;1;Qty;10;Qual;0,305691;0;20000;16,61;120;271;0;0,148765078;0;1,487650775;0;201;148;0,7;0,049751244;0,067567568;B;XP4;20027;130
20025;;D;2;H;121;Trans;From;15;To;25;Pr;1;Qual;0;FinPrice;20;Price;17,12;StdPrice;17,12;BuyPrice;17,12;Age;2;Qty;10;Qual;0,108688;0;21000;16,284;120;101;0;0,168224299;0;1,682242991;0;220;216;1;0,045454545;0,046296296;B;XP4;21025;120
20070;;D;2;H;122;Trans;From;9;To;70;Pr;1;Qual;1;FinPrice;32;Price;23,74;StdPrice;23,74;BuyPrice;16,68;Age;0;Qty;10;Qual;0,663244;1;21100;30,8071;120;383;134;0,347935973;0,423261391;3,47935973;4,232613909;230;348;1,5;0,043478261;0,028735632;T;XP4;21170;180
20028;;D;2;H;125;Trans;From;8;To;28;Pr;0;Qual;2;FinPrice;28;Price;23,69;StdPrice;23,69;BuyPrice;16,99;Age;1;Qty;7;Qual;0,438834;1;20100;30,4067;130;389;112;0,181933305;0,394349617;1,273533136;2,760447322;230;281;1,2;0,030434783;0,024911032;B;XP4;20128;200
20042;;D;2;H;125;Trans;From;9;To;42;Pr;1;Qual;1;FinPrice;32;Price;23,74;StdPrice;23,74;BuyPrice;16,68;Age;0;Qty;3;Qual;0,663244;1;21100;30,8071;130;383;134;0,347935973;0,423261391;1,043807919;1,269784173;230;348;1,5;0,013043478;0,00862069;N;XP4;21142;160
20049;;D;2;H;125;Trans;From;8;To;49;Pr;0;Qual;3;FinPrice;32;Price;23,32;StdPrice;23,32;BuyPrice;16,24;Age;0;Qty;10;Qual;0,641184;1;20100;30,4067;130;389;112;0,372212693;0,435960591;3,72212693;4,359605911;230;281;1,2;0,043478261;0,035587189;N;XP4;20149;130
20037;;D;2;H;127;Trans;From;20;To;37;Pr;0;Qual;1;FinPrice;24;Price;20,79;StdPrice;20,79;BuyPrice;20,79;Age;1;Qty;11;Qual;0,316457;0;20000;16,61;130;271;0;0,154401154;0;1,698412698;0;201;148;0,7;0,054726368;0,074324324;B;XP4;20037;130
20049;;D;2;H;127;Trans;From;18;To;49;Pr;1;Qual;6;FinPrice;32;Price;24,08;StdPrice;24,08;BuyPrice;14,03;Age;0;Qty;2;Qual;0,699213;2;21200;34,1433;130;201;184;0,328903654;0,716322167;0,657807309;1,432644334;50;324;6,5;0,04;0,00617284;N;XP4;21249;130
20027;;D;2;H;127;Trans;From;19;To;27;Pr;1;Qual;0;FinPrice;20;Price;16,52;StdPrice;16,52;BuyPrice;16,52;Age;2;Qty;10;Qual;0,193788;0;21000;16,284;130;101;0;0,210653753;0;2,10653753;0;220;216;1;0,045454545;0,046296296;B;XP4;21027;130
20036;;D;2;H;127;Trans;From;10;To;36;Pr;1;Qual;1;FinPrice;20;Price;18,84;StdPrice;19,62;BuyPrice;16,71;Age;1;Qty;10;Qual;0,181036;0;21000;16,284;130;101;0;0,061571125;0,127468582;0,615711253;1,274685817;220;216;1;0,045454545;0,046296296;B;XP4;21036;180
20030;;D;2;H;129;Trans;From;1;To;30;Pr;0;Qual;1;FinPrice;20;Price;17,41;StdPrice;17,41;BuyPrice;17,41;Age;1;Qty;1;Qual;0,305691;0;20000;16,61;130;271;0;0,148765078;0;0,148765078;0;201;148;0,7;0,004975124;0,006756757;B;XP4;20030;140
20049;;D;2;H;129;Trans;From;10;To;49;Pr;1;Qual;4;FinPrice;32;Price;24,22;StdPrice;25,22;BuyPrice;16,3;Age;0;Qty;8;Qual;0,689592;2;21200;34,1433;130;201;184;0,32122213;0,485889571;2,569777044;3,887116564;50;324;6,5;0,16;0,024691358;N;XP4;21249;130
20065;;D;2;H;130;Trans;From;4;To;65;Pr;2;Qual;2;FinPrice;28;Price;22,71;StdPrice;24;BuyPrice;17,81;Age;2;Qty;1;Qual;0,505387;1;22100;30,1946;130;528;184;0,232937032;0,275126334;0,232937032;0,275126334;230;1055;4,6;0,004347826;0,000947867;R;XP4;22165;230
20068;;D;2;H;135;Trans;From;8;To;68;Pr;2;Qual;0;FinPrice;20;Price;18,84;StdPrice;22,3;BuyPrice;15,69;Age;2;Qty;10;Qual;0,0837298;0;22000;28,9143;140;139;6;0,061571125;0,200764818;0,615711253;2,007648184;200;324;1,6;0,05;0,030864198;T;XP4;22068;150
20041;;D;2;H;136;Trans;From;10;To;41;Pr;1;Qual;4;FinPrice;32;Price;24,22;StdPrice;25,22;BuyPrice;16,3;Age;0;Qty;10;Qual;0,689592;2;21200;34,1433;140;201;184;0,32122213;0,485889571;3,212221305;4,858895706;50;324;6,5;0,2;0,030864198;N;XP4;21241;140
20030;;D;2;H;138;Trans;From;5;To;30;Pr;0;Qual;0;FinPrice;20;Price;18;StdPrice;18;BuyPrice;18;Age;1;Qty;1;Qual;0,173339;0;20000;16,61;140;271;0;0,111111111;0;0,111111111;0;201;148;0,7;0,004975124;0,006756757;B;XP4;20030;140
20066;;D;2;H;139;Trans;From;8;To;66;Pr;2;Qual;3;FinPrice;32;Price;23,48;StdPrice;23,48;BuyPrice;14,81;Age;0;Qty;9;Qual;0,784783;2;22200;32,1587;140;608;420;0,36286201;0,58541526;3,265758092;5,26873734;70;399;5,7;0,128571429;0,022556391;R;XP4;22266;230
20055;;D;2;H;142;Trans;From;12;To;55;Pr;1;Qual;3;FinPrice;36;Price;26,62;StdPrice;26,62;BuyPrice;19,1;Age;0;Qty;10;Qual;0,96887;2;21200;34,1433;140;201;184;0,352366642;0,393717277;3,523666416;3,937172775;50;324;6,5;0,2;0,030864198;R;XP4;21255;150
20041;;D;2;H;142;Trans;From;5;To;41;Pr;0;Qual;1;FinPrice;36;Price;25,44;StdPrice;25,44;BuyPrice;18,83;Age;0;Qty;7;Qual;0,9999;2;20200;32,0579;140;377;377;0,41509434;0,351035582;2,905660377;2,457249071;70;363;5,2;0,1;0,019283747;N;XP4;20241;140
20065;;D;2;H;145;Trans;From;8;To;65;Pr;0;Qual;3;FinPrice;28;Price;23,69;StdPrice;25;BuyPrice;17,96;Age;0;Qty;10;Qual;0,747939;2;20200;32,0579;150;377;377;0,181933305;0,319042316;1,819333052;3,190423163;70;363;5,2;0,142857143;0,027548209;R;XP4;20265;230
